dataset,file,param,instance,status,status_detail,return_code,timed_out,wall_time_seconds,reported_makespan,computed_makespan,exact_reference_makespan,best_known_makespan,heuristic_makespan,upper_bound,lower_bound,gap_to_best_known_pct,gap_to_lower_bound_pct,quality_vs_best_known_pct,quality_vs_exact_reference_pct,matched_exact_reference,matched_best_known,precedence_ok,resources_ok,stdout_line_count
j60,datasets/psplib/j60/instances/j601_1.sm,1,1,ok,,0,False,0.004439,100,100,77,77,77,77,77,29.87013,29.87013,77.0,77.0,False,False,True,True,60
j60,datasets/psplib/j60/instances/j601_2.sm,1,2,ok,,0,False,0.003847,92,92,68,68,68,68,68,35.294118,35.294118,73.913043,73.913043,False,False,True,True,60
j60,datasets/psplib/j60/instances/j601_3.sm,1,3,ok,,0,False,0.003612,88,88,68,68,68,68,68,29.411765,29.411765,77.272727,77.272727,False,False,True,True,60
j60,datasets/psplib/j60/instances/j601_4.sm,1,4,ok,,0,False,0.003538,113,113,91,91,91,91,91,24.175824,24.175824,80.530973,80.530973,False,False,True,True,60
j60,datasets/psplib/j60/instances/j601_5.sm,1,5,ok,,0,False,0.008357,92,92,73,73,73,73,73,26.027397,26.027397,79.347826,79.347826,False,False,True,True,60
j60,datasets/psplib/j60/instances/j601_6.sm,1,6,ok,,0,False,0.007367,84,84,66,66,66,66,66,27.272727,27.272727,78.571429,78.571429,False,False,True,True,60
j60,datasets/psplib/j60/instances/j601_7.sm,1,7,ok,,0,False,0.003294,86,86,72,72,72,72,72,19.444444,19.444444,83.72093,83.72093,False,False,True,True,60
j60,datasets/psplib/j60/instances/j601_8.sm,1,8,ok,,0,False,0.003733,87,87,75,75,75,75,75,16.0,16.0,86.206897,86.206897,False,False,True,True,60
j60,datasets/psplib/j60/instances/j601_9.sm,1,9,ok,,0,False,0.003975,95,95,85,85,85,85,85,11.764706,11.764706,89.473684,89.473684,False,False,True,True,60
j60,datasets/psplib/j60/instances/j601_10.sm,1,10,ok,,0,False,0.004885,95,95,80,80,80,80,80,18.75,18.75,84.210526,84.210526,False,False,True,True,60
